port1,port2,cnt,start_lat,start_lon,end_lat,end_lon,text
"Ensenada,Mexico","Chiwan,China (Mainland)",105,31.866742699999996,-116.5963713,22.5272145,113.9180054,"From Ensenada,Mexico to Chiwan,China (Mainland)"
"Ensenada,Mexico","Hong Kong,Hong Kong",236,31.866742699999996,-116.5963713,22.396428,114.10949699999999,"From Ensenada,Mexico to Hong Kong,Hong Kong"
"Ensenada,Mexico","Kaohsiung,China (Taiwan)",338,31.866742699999996,-116.5963713,22.627278399999998,120.3014353,"From Ensenada,Mexico to Kaohsiung,China (Taiwan)"
"Ensenada,Mexico","Kobe,Japan",2,31.866742699999996,-116.5963713,34.690083,135.1955112,"From Ensenada,Mexico to Kobe,Japan"
"Ensenada,Mexico","Laem Chabang,Thailand",220,31.866742699999996,-116.5963713,13.1040552,100.9158073,"From Ensenada,Mexico to Laem Chabang,Thailand"
"Ensenada,Mexico","Nagoya Ko ,Japan",1,31.866742699999996,-116.5963713,35.091814500000005,136.8801169,"From Ensenada,Mexico to Nagoya Ko ,Japan"
"Ensenada,Mexico","Ningpo ,China (Mainland)",121,31.866742699999996,-116.5963713,29.85228889999999,121.53260690000002,"From Ensenada,Mexico to Ningpo ,China (Mainland)"
"Ensenada,Mexico","Paita,Peru",1,31.866742699999996,-116.5963713,-5.0938488,-81.0962172,"From Ensenada,Mexico to Paita,Peru"
"Ensenada,Mexico","Puerto Quetzal ,Guatemala",19,31.866742699999996,-116.5963713,13.930629199999998,-90.75803420000001,"From Ensenada,Mexico to Puerto Quetzal ,Guatemala"
"Ensenada,Mexico","Pusan,South Korea",517,31.866742699999996,-116.5963713,35.17955429999999,129.07564159999998,"From Ensenada,Mexico to Pusan,South Korea"
"Ensenada,Mexico","Rotterdam,Netherlands",9,31.866742699999996,-116.5963713,51.9244201,4.4777325999999995,"From Ensenada,Mexico to Rotterdam,Netherlands"
"Ensenada,Mexico","Shanghai ,China (Mainland)",222,31.866742699999996,-116.5963713,31.237137,121.487881,"From Ensenada,Mexico to Shanghai ,China (Mainland)"
"Ensenada,Mexico","Singapore,Singapore",74,31.866742699999996,-116.5963713,1.352083,103.819836,"From Ensenada,Mexico to Singapore,Singapore"
"Ensenada,Mexico","Southhampton,United Kingdom",3,31.866742699999996,-116.5963713,50.90970040000001,-1.4043508999999998,"From Ensenada,Mexico to Southhampton,United Kingdom"
"Ensenada,Mexico","Stadersand,Federal Republic of Germany",1,31.866742699999996,-116.5963713,53.6203259,9.5293974,"From Ensenada,Mexico to Stadersand,Federal Republic of Germany"
"Ensenada,Mexico","Thanh Pho Ho Chi Minh,Vietnam",26,31.866742699999996,-116.5963713,10.8230989,106.6296638,"From Ensenada,Mexico to Thanh Pho Ho Chi Minh,Vietnam"
"Ensenada,Mexico","Tokyo ,Japan",2,31.866742699999996,-116.5963713,35.6894875,139.69170640000002,"From Ensenada,Mexico to Tokyo ,Japan"
"Ensenada,Mexico","Tsingtao,China (Mainland)",5,31.866742699999996,-116.5963713,36.28214699999999,119.98196999999999,"From Ensenada,Mexico to Tsingtao,China (Mainland)"
"Ensenada,Mexico","Vung Tau,Vietnam",114,31.866742699999996,-116.5963713,10.4113797,107.136224,"From Ensenada,Mexico to Vung Tau,Vietnam"
"Ensenada,Mexico","Xiamen,China (Mainland)",44,31.866742699999996,-116.5963713,24.505976999999998,118.126884,"From Ensenada,Mexico to Xiamen,China (Mainland)"
"Ensenada,Mexico","Yantian,China (Mainland)",1266,31.866742699999996,-116.5963713,,,"From Ensenada,Mexico to Yantian,China (Mainland)"
"Ensenada,Mexico","Yarmouth Harbor,United Kingdom",1,31.866742699999996,-116.5963713,50.70514,-1.5027466999999999,"From Ensenada,Mexico to Yarmouth Harbor,United Kingdom"
"Ensenada,Mexico","Yokohama,Japan",8,31.866742699999996,-116.5963713,35.4437078,139.6380256,"From Ensenada,Mexico to Yokohama,Japan"
"FOS Sur Mer,France","Balboa,Panama",2,43.43788199999999,4.945711,8.9613962,-79.5631537,"From FOS Sur Mer,France to Balboa,Panama"
"FOS Sur Mer,France","Tampico,Mexico",11,43.43788199999999,4.945711,22.233104100000002,-97.861099,"From FOS Sur Mer,France to Tampico,Mexico"
"FOS Sur Mer,France","Veracruz,Mexico",10,43.43788199999999,4.945711,19.173773,-96.1342241,"From FOS Sur Mer,France to Veracruz,Mexico"
"Felixstowe ,United Kingdom","Felixstowe ,United Kingdom",1,51.961726,1.3512549999999999,51.961726,1.3512549999999999,"From Felixstowe ,United Kingdom to Felixstowe ,United Kingdom"
"Felixstowe ,United Kingdom","Hamilton,Bermuda",1,51.961726,1.3512549999999999,32.2945837,-64.7858887,"From Felixstowe ,United Kingdom to Hamilton,Bermuda"
"Felixstowe ,United Kingdom","Hong Kong,Hong Kong",1,51.961726,1.3512549999999999,22.396428,114.10949699999999,"From Felixstowe ,United Kingdom to Hong Kong,Hong Kong"
"Felixstowe ,United Kingdom","Le Havre,France",1,51.961726,1.3512549999999999,49.49437,0.107929,"From Felixstowe ,United Kingdom to Le Havre,France"
"Felixstowe ,United Kingdom","Ningpo ,China (Mainland)",2,51.961726,1.3512549999999999,29.85228889999999,121.53260690000002,"From Felixstowe ,United Kingdom to Ningpo ,China (Mainland)"
"Felixstowe ,United Kingdom","Puerto Cortes,Honduras",67,51.961726,1.3512549999999999,15.825072,-87.92857769999998,"From Felixstowe ,United Kingdom to Puerto Cortes,Honduras"
"Felixstowe ,United Kingdom","Puerto Manzanillo,Panama",8,51.961726,1.3512549999999999,9.3651477,-79.88115140000001,"From Felixstowe ,United Kingdom to Puerto Manzanillo,Panama"
"Felixstowe ,United Kingdom","Rotterdam,Netherlands",7,51.961726,1.3512549999999999,51.9244201,4.4777325999999995,"From Felixstowe ,United Kingdom to Rotterdam,Netherlands"
"Felixstowe ,United Kingdom","Santo Tomas de Castilla,Guatemala",12,51.961726,1.3512549999999999,15.690179999999998,-88.620407,"From Felixstowe ,United Kingdom to Santo Tomas de Castilla,Guatemala"
"Felixstowe ,United Kingdom","Singapore,Singapore",1,51.961726,1.3512549999999999,1.352083,103.819836,"From Felixstowe ,United Kingdom to Singapore,Singapore"
"Foreign Trade Zone in USA, United States Outlying Islands","Pusan,South Korea",2,,,35.17955429999999,129.07564159999998,"From Foreign Trade Zone in USA, United States Outlying Islands to Pusan,South Korea"
"Foreign Trade Zone in USA, United States Outlying Islands","Southhampton,United Kingdom",2,,,50.90970040000001,-1.4043508999999998,"From Foreign Trade Zone in USA, United States Outlying Islands to Southhampton,United Kingdom"
"Fort Myers, Florida","Nagoya Ko ,Japan",1,26.640628000000003,-81.87230840000001,35.091814500000005,136.8801169,"From Fort Myers, Florida to Nagoya Ko ,Japan"
"Fort Myers, Florida","Yokohama,Japan",143,26.640628000000003,-81.87230840000001,35.4437078,139.6380256,"From Fort Myers, Florida to Yokohama,Japan"
"Fredericia,Denmark","Anvers,Belgium",2,55.56892979999999,9.749517,51.2194475,4.402464299999999,"From Fredericia,Denmark to Anvers,Belgium"
"Fredericia,Denmark","Hamilton,Bermuda",4,55.56892979999999,9.749517,32.2945837,-64.7858887,"From Fredericia,Denmark to Hamilton,Bermuda"
"Fremantle,Australia","Buenos Aires,Argentina",4,-32.0569,115.7439,-34.6036844,-58.381559100000004,"From Fremantle,Australia to Buenos Aires,Argentina"
"Gdansk,Poland","Southhampton,United Kingdom",1,54.35202520000001,18.6466384,50.90970040000001,-1.4043508999999998,"From Gdansk,Poland to Southhampton,United Kingdom"
"Gdynia,Poland","Valparaiso,Chile",13,54.51888979999999,18.5305409,-33.047238,-71.61268849999998,"From Gdynia,Poland to Valparaiso,Chile"
"Genova,Italy","Algeciras,Spain",1,44.4056499,8.946256,36.140759100000004,-5.456233,"From Genova,Italy to Algeciras,Spain"
"Genova,Italy","Bremerhaven,Federal Republic of Germany",10,44.4056499,8.946256,53.5395845,8.580942499999999,"From Genova,Italy to Bremerhaven,Federal Republic of Germany"
"Genova,Italy","Genova,Italy",5,44.4056499,8.946256,44.4056499,8.946256,"From Genova,Italy to Genova,Italy"
"Genova,Italy","Ningpo ,China (Mainland)",1,44.4056499,8.946256,29.85228889999999,121.53260690000002,"From Genova,Italy to Ningpo ,China (Mainland)"
"Genova,Italy","Progreso,Mexico",3,44.4056499,8.946256,21.2811908,-89.66516279999998,"From Genova,Italy to Progreso,Mexico"
"Genova,Italy","Puerto Manzanillo,Panama",15,44.4056499,8.946256,9.3651477,-79.88115140000001,"From Genova,Italy to Puerto Manzanillo,Panama"
"Genova,Italy","Singapore,Singapore",4,44.4056499,8.946256,1.352083,103.819836,"From Genova,Italy to Singapore,Singapore"
"Genova,Italy","Tampico,Mexico",58,44.4056499,8.946256,22.233104100000002,-97.861099,"From Genova,Italy to Tampico,Mexico"
"Genova,Italy","Vancouver, BC ,Canada",13,44.4056499,8.946256,49.282729100000005,-123.1207375,"From Genova,Italy to Vancouver, BC ,Canada"
"Genova,Italy","Veracruz,Mexico",40,44.4056499,8.946256,19.173773,-96.1342241,"From Genova,Italy to Veracruz,Mexico"
"Georgetown,Guyana","Hamilton,Bermuda",17,6.801279300000001,-58.1551255,32.2945837,-64.7858887,"From Georgetown,Guyana to Hamilton,Bermuda"
"Georgetown,Guyana","Providenciales,Turks and Caicos Islands",1,6.801279300000001,-58.1551255,21.7737654,-72.271908,"From Georgetown,Guyana to Providenciales,Turks and Caicos Islands"
"Georgetown,Guyana","Pusan,South Korea",6,6.801279300000001,-58.1551255,35.17955429999999,129.07564159999998,"From Georgetown,Guyana to Pusan,South Korea"
"Georgetown,Guyana","Zeebrugge,Belgium",2,6.801279300000001,-58.1551255,51.3189468,3.2068507,"From Georgetown,Guyana to Zeebrugge,Belgium"
"Gioia Tauro,Italy","Gioia Tauro,Italy",3,38.4262258,15.8988669,38.4262258,15.8988669,"From Gioia Tauro,Italy to Gioia Tauro,Italy"
"Gothenburg,Sweden","Hamilton,Bermuda",2,57.70887,11.97456,32.2945837,-64.7858887,"From Gothenburg,Sweden to Hamilton,Bermuda"
"Gozo Island,Malta","Tampico,Mexico",5,36.0442999,14.2512221,22.233104100000002,-97.861099,"From Gozo Island,Malta to Tampico,Mexico"
"Gozo Island,Malta","Veracruz,Mexico",7,36.0442999,14.2512221,19.173773,-96.1342241,"From Gozo Island,Malta to Veracruz,Mexico"
"Grand Cayman,Cayman Islands","Anvers,Belgium",4,19.3221698,-81.2408689,51.2194475,4.402464299999999,"From Grand Cayman,Cayman Islands to Anvers,Belgium"
"Grand Cayman,Cayman Islands","Bremerhaven,Federal Republic of Germany",12,19.3221698,-81.2408689,53.5395845,8.580942499999999,"From Grand Cayman,Cayman Islands to Bremerhaven,Federal Republic of Germany"
"Grand Cayman,Cayman Islands","Callao,Peru",1,19.3221698,-81.2408689,-12.050849099999999,-77.1259843,"From Grand Cayman,Cayman Islands to Callao,Peru"
"Grand Cayman,Cayman Islands","Cartagena ,Colombia",1,19.3221698,-81.2408689,10.3910485,-75.4794257,"From Grand Cayman,Cayman Islands to Cartagena ,Colombia"
"Grand Cayman,Cayman Islands","Caucedo,Dominican Republic",1,19.3221698,-81.2408689,18.425332,-69.632825,"From Grand Cayman,Cayman Islands to Caucedo,Dominican Republic"
"Grand Cayman,Cayman Islands","Christiansted, St. Croix,Virgin Islands",1,19.3221698,-81.2408689,17.7466397,-64.7031977,"From Grand Cayman,Cayman Islands to Christiansted, St. Croix,Virgin Islands"
"Grand Cayman,Cayman Islands","Providenciales,Turks and Caicos Islands",1,19.3221698,-81.2408689,21.7737654,-72.271908,"From Grand Cayman,Cayman Islands to Providenciales,Turks and Caicos Islands"
"Grand Cayman,Cayman Islands","Rotterdam,Netherlands",1,19.3221698,-81.2408689,51.9244201,4.4777325999999995,"From Grand Cayman,Cayman Islands to Rotterdam,Netherlands"
"Grand Cayman,Cayman Islands","Saint John, NB,Canada",2,19.3221698,-81.2408689,45.2733153,-66.06330799999999,"From Grand Cayman,Cayman Islands to Saint John, NB,Canada"
"Grand Cayman,Cayman Islands","Sao Paulo,Brazil",4,19.3221698,-81.2408689,-23.550519899999998,-46.63330939999999,"From Grand Cayman,Cayman Islands to Sao Paulo,Brazil"
"Grand Cayman,Cayman Islands","Sines,Portugal",1,19.3221698,-81.2408689,37.9571555,-8.860890699999997,"From Grand Cayman,Cayman Islands to Sines,Portugal"
"Grand Cayman,Cayman Islands","South Riding Point,Bahamas",4,19.3221698,-81.2408689,26.63056,-78.23007700000001,"From Grand Cayman,Cayman Islands to South Riding Point,Bahamas"
"Grand Cayman,Cayman Islands","Valencia,Spain",2,19.3221698,-81.2408689,39.4699075,-0.37628809999999996,"From Grand Cayman,Cayman Islands to Valencia,Spain"
"Grand Turks,Turks and Caicos Islands","Philipsburgh,Netherland Antilles",1,21.467458399999998,-71.13891009999998,18.0295839,-63.04713709999999,"From Grand Turks,Turks and Caicos Islands to Philipsburgh,Netherland Antilles"
"Grand Turks,Turks and Caicos Islands","Saint John, NB,Canada",1,21.467458399999998,-71.13891009999998,45.2733153,-66.06330799999999,"From Grand Turks,Turks and Caicos Islands to Saint John, NB,Canada"
"Grangemouth,United Kingdom","Rotterdam,Netherlands",16,56.0097152,-3.7227697999999996,51.9244201,4.4777325999999995,"From Grangemouth,United Kingdom to Rotterdam,Netherlands"
"Guam Island,Guam","Acajutla,El Salvador",3,13.452107999999999,144.7631754,13.5957,-89.82708939999998,"From Guam Island,Guam to Acajutla,El Salvador"
"Guam Island,Guam","Algeciras,Spain ",2,13.452107999999999,144.7631754,36.140759100000004,-5.456233,"From Guam Island,Guam to Algeciras,Spain "
"Guam Island,Guam","Anvers,Belgium",7,13.452107999999999,144.7631754,51.2194475,4.402464299999999,"From Guam Island,Guam to Anvers,Belgium"
"Guam Island,Guam","Balboa,Panama",38,13.452107999999999,144.7631754,8.9613962,-79.5631537,"From Guam Island,Guam to Balboa,Panama"
"Guam Island,Guam","Bremerhaven,Federal Republic of Germany",4,13.452107999999999,144.7631754,53.5395845,8.580942499999999,"From Guam Island,Guam to Bremerhaven,Federal Republic of Germany"
"Guam Island,Guam","Manzanillo,Mexico",1,13.452107999999999,144.7631754,19.113809399999997,-104.33846159999999,"From Guam Island,Guam to Manzanillo,Mexico"
"Guam Island,Guam","Pusan,South Korea",30,13.452107999999999,144.7631754,35.17955429999999,129.07564159999998,"From Guam Island,Guam to Pusan,South Korea"
"Guam Island,Guam","Rotterdam,Netherlands",12,13.452107999999999,144.7631754,51.9244201,4.4777325999999995,"From Guam Island,Guam to Rotterdam,Netherlands"
"Guam Island,Guam","Shanghai ,China (Mainland)",1,13.452107999999999,144.7631754,31.237137,121.487881,"From Guam Island,Guam to Shanghai ,China (Mainland)"
"Guam Island,Guam","Singapore,Singapore",6,13.452107999999999,144.7631754,1.352083,103.819836,"From Guam Island,Guam to Singapore,Singapore"
"Guam Island,Guam","Tauranga,New Zealand",1,13.452107999999999,144.7631754,-37.68779749999999,176.1651295,"From Guam Island,Guam to Tauranga,New Zealand"
"Guam Island,Guam","Tsingtao,China (Mainland)",1,13.452107999999999,144.7631754,36.28214699999999,119.98196999999999,"From Guam Island,Guam to Tsingtao,China (Mainland)"
"Guam Island,Guam","Yokohama,Japan",16,13.452107999999999,144.7631754,35.4437078,139.6380256,"From Guam Island,Guam to Yokohama,Japan"
"Guayaquil,Ecuador","Bremerhaven,Federal Republic of Germany",1,-2.1709979,-79.9223592,53.5395845,8.580942499999999,"From Guayaquil,Ecuador to Bremerhaven,Federal Republic of Germany"
"Guayaquil,Ecuador","Mundra,India",1,-2.1709979,-79.9223592,22.8395202,69.7213266,"From Guayaquil,Ecuador to Mundra,India"
"Guayaquil,Ecuador","Pago Pago Harbor,American Samoa",1,-2.1709979,-79.9223592,-14.273487300000003,-170.68401210000002,"From Guayaquil,Ecuador to Pago Pago Harbor,American Samoa"
"Guayaquil,Ecuador","Puerto Manzanillo,Panama",4,-2.1709979,-79.9223592,9.3651477,-79.88115140000001,"From Guayaquil,Ecuador to Puerto Manzanillo,Panama"
"Guayaquil,Ecuador","Rotterdam,Netherlands",1,-2.1709979,-79.9223592,51.9244201,4.4777325999999995,"From Guayaquil,Ecuador to Rotterdam,Netherlands"
"Guayaquil,Ecuador","Sagunto,Spain",1,-2.1709979,-79.9223592,39.679863299999994,-0.27843850000000003,"From Guayaquil,Ecuador to Sagunto,Spain"
"Gulf of Mexico,United States Off-Shore Tanker Transshipment Points","Anvers,Belgium",14,,,51.2194475,4.402464299999999,"From Gulf of Mexico,United States Off-Shore Tanker Transshipment Points to Anvers,Belgium"
"Gulf of Mexico,United States Off-Shore Tanker Transshipment Points","Bremerhaven,Federal Republic of Germany",46,,,53.5395845,8.580942499999999,"From Gulf of Mexico,United States Off-Shore Tanker Transshipment Points to Bremerhaven,Federal Republic of Germany"
"Gulf of Mexico,United States Off-Shore Tanker Transshipment Points","Le Havre,France",3,,,49.49437,0.107929,"From Gulf of Mexico,United States Off-Shore Tanker Transshipment Points to Le Havre,France"
"Gulf of Mexico,United States Off-Shore Tanker Transshipment Points","Rotterdam,Netherlands",9,,,51.9244201,4.4777325999999995,"From Gulf of Mexico,United States Off-Shore Tanker Transshipment Points to Rotterdam,Netherlands"
"Hachinohe,Japan","Halifax, NS,Canada",4,40.5122839,141.4883986,44.64876350000001,-63.5752387,"From Hachinohe,Japan to Halifax, NS,Canada"
"Haifa,Israel","Algeciras,Spain",1,32.7940463,34.989571000000005,36.140759100000004,-5.456233,"From Haifa,Israel to Algeciras,Spain"
"Haifa,Israel","Haifa,Israel",1,32.7940463,34.989571000000005,32.7940463,34.989571000000005,"From Haifa,Israel to Haifa,Israel"
"Haifa,Israel","Shanghai ,China (Mainland)",4,32.7940463,34.989571000000005,31.237137,121.487881,"From Haifa,Israel to Shanghai ,China (Mainland)"
"Haiphong,Vietnam","Halifax, NS,Canada",25,20.8449115,106.6880841,44.64876350000001,-63.5752387,"From Haiphong,Vietnam to Halifax, NS,Canada"
"Haiphong,Vietnam","Progreso,Mexico",6,20.8449115,106.6880841,21.2811908,-89.66516279999998,"From Haiphong,Vietnam to Progreso,Mexico"
"Haiphong,Vietnam","Puerto Manzanillo,Panama",1,20.8449115,106.6880841,9.3651477,-79.88115140000001,"From Haiphong,Vietnam to Puerto Manzanillo,Panama"
"Hakata,Japan","Halifax, NS,Canada",25,33.59135759999999,130.4148783,44.64876350000001,-63.5752387,"From Hakata,Japan to Halifax, NS,Canada"
"Hakata,Japan","Ningpo ,China (Mainland)",1,33.59135759999999,130.4148783,29.85228889999999,121.53260690000002,"From Hakata,Japan to Ningpo ,China (Mainland)"
"Hakata,Japan","Progreso,Mexico",1,33.59135759999999,130.4148783,21.2811908,-89.66516279999998,"From Hakata,Japan to Progreso,Mexico"
"Halifax, NS,Canada","Auckland,New Zealand",9,44.64876350000001,-63.5752387,-36.8484597,174.7633315,"From Halifax, NS,Canada to Auckland,New Zealand"
"Halifax, NS,Canada",Brazil,11,44.64876350000001,-63.5752387,-14.235004,-51.92528,"From Halifax, NS,Canada to Brazil"
"Halifax, NS,Canada","Buenos Aires,Argentina",14,44.64876350000001,-63.5752387,-34.6036844,-58.381559100000004,"From Halifax, NS,Canada to Buenos Aires,Argentina"
"Halifax, NS,Canada","Cartagena ,Colombia",7,44.64876350000001,-63.5752387,10.3910485,-75.4794257,"From Halifax, NS,Canada to Cartagena ,Colombia"
"Halifax, NS,Canada","Caucedo,Dominican Republic",6,44.64876350000001,-63.5752387,18.425332,-69.632825,"From Halifax, NS,Canada to Caucedo,Dominican Republic"
"Halifax, NS,Canada","Halifax, NS,Canada",2,44.64876350000001,-63.5752387,44.64876350000001,-63.5752387,"From Halifax, NS,Canada to Halifax, NS,Canada"
"Halifax, NS,Canada","Kobe,Japan",16,44.64876350000001,-63.5752387,34.690083,135.1955112,"From Halifax, NS,Canada to Kobe,Japan"
"Halifax, NS,Canada","London,United Kingdom",5,44.64876350000001,-63.5752387,51.5073509,-0.12775830000000002,"From Halifax, NS,Canada to London,United Kingdom"
"Halifax, NS,Canada","Malhado,Brazil",1,44.64876350000001,-63.5752387,-14.7831919,-39.046327000000005,"From Halifax, NS,Canada to Malhado,Brazil"
"Halifax, NS,Canada","Nagoya Ko ,Japan",29,44.64876350000001,-63.5752387,35.091814500000005,136.8801169,"From Halifax, NS,Canada to Nagoya Ko ,Japan"
"Halifax, NS,Canada","Ningpo ,China (Mainland)",1,44.64876350000001,-63.5752387,29.85228889999999,121.53260690000002,"From Halifax, NS,Canada to Ningpo ,China (Mainland)"
"Halifax, NS,Canada","Port Bustamante,Jamaica",2,44.64876350000001,-63.5752387,17.9881695,-76.83894129999999,"From Halifax, NS,Canada to Port Bustamante,Jamaica"
"Halifax, NS,Canada","Port Lyttelton,New Zealand",3,44.64876350000001,-63.5752387,-43.607701,172.727997,"From Halifax, NS,Canada to Port Lyttelton,New Zealand"
"Halifax, NS,Canada","Puerto Manzanillo,Panama",46,44.64876350000001,-63.5752387,9.3651477,-79.88115140000001,"From Halifax, NS,Canada to Puerto Manzanillo,Panama"
"Halifax, NS,Canada","Rio Grande,Brazil",10,44.64876350000001,-63.5752387,-30.0346316,-51.217698600000006,"From Halifax, NS,Canada to Rio Grande,Brazil"
"Halifax, NS,Canada","Rio de Janeiro,Brazil",181,44.64876350000001,-63.5752387,-22.9068467,-43.1728965,"From Halifax, NS,Canada to Rio de Janeiro,Brazil"
"Halifax, NS,Canada","Salvador,Brazil",3,44.64876350000001,-63.5752387,-12.972218400000001,-38.5014136,"From Halifax, NS,Canada to Salvador,Brazil"
"Halifax, NS,Canada","San Vicente,Chile",11,44.64876350000001,-63.5752387,-34.4349435,-71.0913748,"From Halifax, NS,Canada to San Vicente,Chile"
"Halifax, NS,Canada","Sao Paulo,Brazil",33,44.64876350000001,-63.5752387,-23.550519899999998,-46.63330939999999,"From Halifax, NS,Canada to Sao Paulo,Brazil"
"Halifax, NS,Canada","Singapore,Singapore",1,44.64876350000001,-63.5752387,1.352083,103.819836,"From Halifax, NS,Canada to Singapore,Singapore"
"Halifax, NS,Canada","Southhampton,United Kingdom",2,44.64876350000001,-63.5752387,50.90970040000001,-1.4043508999999998,"From Halifax, NS,Canada to Southhampton,United Kingdom"
"Halifax, NS,Canada","Tauranga,New Zealand",7,44.64876350000001,-63.5752387,-37.68779749999999,176.1651295,"From Halifax, NS,Canada to Tauranga,New Zealand"
"Halifax, NS,Canada","Tsingtao,China (Mainland)",2,44.64876350000001,-63.5752387,36.28214699999999,119.98196999999999,"From Halifax, NS,Canada to Tsingtao,China (Mainland)"
"Halifax, NS,Canada","Vitoria,Brazil",111,44.64876350000001,-63.5752387,-20.2976178,-40.2957768,"From Halifax, NS,Canada to Vitoria,Brazil"
"Halifax, NS,Canada","Yokohama,Japan",46,44.64876350000001,-63.5752387,35.4437078,139.6380256,"From Halifax, NS,Canada to Yokohama,Japan"
"Hamilton, ONT,Canada","Anvers,Belgium",42,43.255720600000004,-79.87110240000001,51.2194475,4.402464299999999,"From Hamilton, ONT,Canada to Anvers,Belgium"
"Hamilton, ONT,Canada","Bremerhaven,Federal Republic of Germany",1,43.255720600000004,-79.87110240000001,53.5395845,8.580942499999999,"From Hamilton, ONT,Canada to Bremerhaven,Federal Republic of Germany"
"Hamilton, ONT,Canada","Felixstowe ,United Kingdom",2,43.255720600000004,-79.87110240000001,51.961726,1.3512549999999999,"From Hamilton, ONT,Canada to Felixstowe ,United Kingdom"
"Hamilton, ONT,Canada","Yarraville,Australia",1,43.255720600000004,-79.87110240000001,-37.817,144.89,"From Hamilton, ONT,Canada to Yarraville,Australia"
"Hamilton,Bermuda","Anvers,Belgium",214,32.2945837,-64.7858887,51.2194475,4.402464299999999,"From Hamilton,Bermuda to Anvers,Belgium"
"Hamilton,Bermuda","Auckland,New Zealand",14,32.2945837,-64.7858887,-36.8484597,174.7633315,"From Hamilton,Bermuda to Auckland,New Zealand"
"Hamilton,Bermuda","Balboa,Panama",3,32.2945837,-64.7858887,8.9613962,-79.5631537,"From Hamilton,Bermuda to Balboa,Panama"
"Hamilton,Bermuda","Barcelona ,Spain",1,32.2945837,-64.7858887,41.3850639,2.1734035,"From Hamilton,Bermuda to Barcelona ,Spain"
"Hamilton,Bermuda",Brazil,14,32.2945837,-64.7858887,-14.235004,-51.92528,"From Hamilton,Bermuda to Brazil"
"Hamilton,Bermuda","Bremerhaven,Federal Republic of Germany",72,32.2945837,-64.7858887,53.5395845,8.580942499999999,"From Hamilton,Bermuda to Bremerhaven,Federal Republic of Germany"
"Hamilton,Bermuda","Cape Town,South Africa",41,32.2945837,-64.7858887,-33.9248685,18.424055300000003,"From Hamilton,Bermuda to Cape Town,South Africa"
"Hamilton,Bermuda","Cartagena ,Colombia",24,32.2945837,-64.7858887,10.3910485,-75.4794257,"From Hamilton,Bermuda to Cartagena ,Colombia"
"Hamilton,Bermuda","Caucedo,Dominican Republic",1,32.2945837,-64.7858887,18.425332,-69.632825,"From Hamilton,Bermuda to Caucedo,Dominican Republic"
"Hamilton,Bermuda",China (Mainland),1,32.2945837,-64.7858887,26.2608772,-80.2493136,"From Hamilton,Bermuda to China (Mainland)"
"Hamilton,Bermuda","Chiwan,China (Mainland)",41,32.2945837,-64.7858887,22.5272145,113.9180054,"From Hamilton,Bermuda to Chiwan,China (Mainland)"
"Hamilton,Bermuda","Cristobal,Panama",21,32.2945837,-64.7858887,9.350599,-79.901527,"From Hamilton,Bermuda to Cristobal,Panama"
"Hamilton,Bermuda","FOS Sur Mer,France",1,32.2945837,-64.7858887,43.43788199999999,4.945711,"From Hamilton,Bermuda to FOS Sur Mer,France"
"Hamilton,Bermuda","Felixstowe ,United Kingdom",40,32.2945837,-64.7858887,51.961726,1.3512549999999999,"From Hamilton,Bermuda to Felixstowe ,United Kingdom"
"Hamilton,Bermuda","Gdynia,Poland",2,32.2945837,-64.7858887,54.51888979999999,18.5305409,"From Hamilton,Bermuda to Gdynia,Poland"
"Hamilton,Bermuda","Genova,Italy",119,32.2945837,-64.7858887,44.4056499,8.946256,"From Hamilton,Bermuda to Genova,Italy"
"Hamilton,Bermuda","Gioia Tauro,Italy",26,32.2945837,-64.7858887,38.4262258,15.8988669,"From Hamilton,Bermuda to Gioia Tauro,Italy"
"Hamilton,Bermuda","Haifa,Israel",4,32.2945837,-64.7858887,32.7940463,34.989571000000005,"From Hamilton,Bermuda to Haifa,Israel"
"Hamilton,Bermuda","Hong Kong,Hong Kong",20,32.2945837,-64.7858887,22.396428,114.10949699999999,"From Hamilton,Bermuda to Hong Kong,Hong Kong"
"Hamilton,Bermuda","Kaohsiung,China (Taiwan)",13,32.2945837,-64.7858887,22.627278399999998,120.3014353,"From Hamilton,Bermuda to Kaohsiung,China (Taiwan)"
"Hamilton,Bermuda","La Spezia,Italy",147,32.2945837,-64.7858887,44.102450399999995,9.8240826,"From Hamilton,Bermuda to La Spezia,Italy"
"Hamilton,Bermuda","Laem Chabang,Thailand",12,32.2945837,-64.7858887,13.1040552,100.9158073,"From Hamilton,Bermuda to Laem Chabang,Thailand"
"Hamilton,Bermuda","Le Havre,France",302,32.2945837,-64.7858887,49.49437,0.107929,"From Hamilton,Bermuda to Le Havre,France"
"Hamilton,Bermuda","Liverpool,United Kingdom",16,32.2945837,-64.7858887,53.40837140000001,-2.9915726,"From Hamilton,Bermuda to Liverpool,United Kingdom"
"Hamilton,Bermuda","Livorno,Italy",138,32.2945837,-64.7858887,43.548473,10.3105674,"From Hamilton,Bermuda to Livorno,Italy"
"Hamilton,Bermuda","Mundra,India",7,32.2945837,-64.7858887,22.8395202,69.7213266,"From Hamilton,Bermuda to Mundra,India"
"Hamilton,Bermuda","Nagoya Ko ,Japan",2,32.2945837,-64.7858887,35.091814500000005,136.8801169,"From Hamilton,Bermuda to Nagoya Ko ,Japan"
